x,y,dx,dy
-0.2217369412567649,-7.235481641070318,-0.08772175167532605,-0.18004340617514786
-0.739457227213907,-6.822290749105357,0.027526379897626522,-0.24950532136253492
-0.2217369412567649,-6.822290749105357,-0.046277891110459754,-0.204591558345373
0.2959833447003781,-6.822290749105357,-0.09800842010535545,-0.12842698158367438
-0.739457227213907,-6.409099857140395,0.05620730870203125,-0.22212739524417874
-0.2217369412567649,-6.409099857140395,-0.031810422795611686,-0.24395957688906253
0.2959833447003781,-6.409099857140395,-0.12033946363433283,-0.23452645729527458
-0.739457227213907,-5.995908965175435,0.047381938588772404,-0.334885202843011
-0.2217369412567649,-5.995908965175435,-0.05952879988987629,-0.40736941662588133
0.2959833447003781,-5.995908965175435,-0.16030632372482065,-0.44395828969056844
0.8137036306575194,-5.995908965175435,-0.13984492990146502,-0.4517929862829828
-0.739457227213907,-5.582718073210474,-0.02544089972618708,-0.5887552934312066
-0.2217369412567649,-5.582718073210474,-0.08267770185074429,-0.6068020557257542
0.2959833447003781,-5.582718073210474,-0.09888561580528044,-0.537447223530124
0.8137036306575194,-5.582718073210474,-0.055857209153079415,-0.4806774764326559
-0.739457227213907,-5.169527181245513,-0.07618093178003879,-0.6586865267151666
-0.2217369412567649,-5.169527181245513,-0.03357957863552555,-0.5809024961304401
0.2959833447003781,-5.169527181245513,-0.009146924881649861,-0.48926994955446507
0.8137036306575194,-5.169527181245513,0.010438700496958624,-0.4267416407820039
-0.739457227213907,-4.7563362892805525,-0.04356868829292024,-0.5637215348604055
-0.2217369412567649,-4.7563362892805525,0.06008485428147697,-0.474730250306235
0.2959833447003781,-4.7563362892805525,0.09657813950664741,-0.43000137683593787
0.8137036306575194,-4.7563362892805525,0.06874670316341662,-0.39730004006706976
-7.987541230613902,-4.343145397315592,-0.2365711655289237,0.19491930621022227
-7.469820944656759,-4.343145397315592,-0.09679106337243079,0.07789767461844711
-6.952100658699617,-4.343145397315592,0.08644808374652947,-0.03166694238120994
-6.434380372742474,-4.343145397315592,0.14006523122272654,-0.08491202750589
-0.739457227213907,-4.343145397315592,0.0017957654440875859,-0.528649598624159
-0.2217369412567649,-4.343145397315592,0.11178536854071465,-0.45453778592414334
0.2959833447003781,-4.343145397315592,0.19808465274253437,-0.4260473520444516
0.8137036306575194,-4.343145397315592,0.14410719184011,-0.4136903010044095
17.380752781286077,-4.343145397315592,0.3397598881770082,-0.6576931423939222
-7.987541230613902,-3.9299545053506306,-0.25213052985657225,0.15859910900913635
-7.469820944656759,-3.9299545053506306,-0.17861083294248056,0.07729305729124605
-6.952100658699617,-3.9299545053506306,-0.07811001699295311,0.0284181415090427
-6.434380372742474,-3.9299545053506306,-0.015500832034243166,-0.018689243433426733
-5.916660086785332,-3.9299545053506306,0.2388127917846749,-0.1311929431004358
-5.39893980082819,-3.9299545053506306,0.6333346890861344,-0.24858480777414058
-4.881219514871047,-3.9299545053506306,0.7500250220074982,-0.3695588993018172
-4.363499228913905,-3.9299545053506306,0.45480915360625745,-0.5133834313067621
-3.8457789429567626,-3.9299545053506306,-0.13848900853443957,-0.6076870956867721
-0.739457227213907,-3.9299545053506306,0.04711894066307605,-0.5722455888526377
-0.2217369412567649,-3.9299545053506306,0.1450721112627608,-0.5317739140280094
0.2959833447003781,-3.9299545053506306,0.24720181311011769,-0.5068833477529042
0.8137036306575194,-3.9299545053506306,0.20721837853465092,-0.4762305642319896
16.34531220937179,-3.9299545053506306,0.5798955992211978,-0.7580804488287605
16.863032495328937,-3.9299545053506306,0.6107741887621819,-0.7304478085057071
17.380752781286077,-3.9299545053506306,0.39320626340165044,-0.7367825592953322
17.898473067243224,-3.9299545053506306,0.1908838327274397,-0.7688986464379668
-7.469820944656759,-3.5167636133856695,-0.25210213159198597,0.061973463331935014
-6.952100658699617,-3.5167636133856695,-0.21032327813526103,0.05912218196245907
-6.434380372742474,-3.5167636133856695,-0.12822842726813224,0.026088408869892946
-5.916660086785332,-3.5167636133856695,0.16856499700380473,-0.09735847527348573
-5.39893980082819,-3.5167636133856695,0.5280753094017977,-0.23318469802774267
-4.881219514871047,-3.5167636133856695,0.6276718851975746,-0.3924098561351766
-4.363499228913905,-3.5167636133856695,0.3433782122601748,-0.5548959744803419
-3.8457789429567626,-3.5167636133856695,-0.10665521913858168,-0.6169716379600493
-3.3280586569996196,-3.5167636133856695,-0.23422619537859823,-0.6045549110684061
-0.739457227213907,-3.5167636133856695,0.06616725074566071,-0.6436585023262056
-0.2217369412567649,-3.5167636133856695,0.16708601436985027,-0.6297615163350786
0.2959833447003781,-3.5167636133856695,0.2721027762579016,-0.5839510786151034
0.8137036306575194,-3.5167636133856695,0.2669623995348208,-0.5327852239645673
15.30987163745751,-3.5167636133856695,0.6599061516998547,-0.5811476095339586
15.827591923414653,-3.5167636133856695,0.5967976166045436,-0.613328838991241
16.34531220937179,-3.5167636133856695,0.5225242865380271,-0.7428088377030109
16.863032495328937,-3.5167636133856695,0.5863628222031358,-0.754167759649499
17.380752781286077,-3.5167636133856695,0.46493116081418046,-0.7727042871361729
17.898473067243224,-3.5167636133856695,0.2689804785556657,-0.8000865531896901
-6.952100658699617,-3.1035727214207087,-0.24292054481686653,0.07041504338077892
-6.434380372742474,-3.1035727214207087,-0.0778523505360863,0.03960576743295274
-5.916660086785332,-3.1035727214207087,0.1466556432314458,-0.07812160724521787
-5.39893980082819,-3.1035727214207087,0.3705650408735353,-0.2173604483580251
-4.881219514871047,-3.1035727214207087,0.4273400829625084,-0.36984299814956423
-4.363499228913905,-3.1035727214207087,0.246063848876984,-0.5355840650049973
-3.8457789429567626,-3.1035727214207087,-0.056396087081759465,-0.6195709647426706
-3.3280586569996196,-3.1035727214207087,-0.18417195906129996,-0.6221220264168194
-0.739457227213907,-3.1035727214207087,0.08611282544371913,-0.6881640025046781
-0.2217369412567649,-3.1035727214207087,0.16603556278421294,-0.6781847463227009
0.2959833447003781,-3.1035727214207087,0.2561622562166952,-0.6276386114405388
14.792151351500367,-3.1035727214207087,0.642859114529136,-0.6529205456237817
15.30987163745751,-3.1035727214207087,0.66699774560183,-0.648764883885259
15.827591923414653,-3.1035727214207087,0.5591756514365436,-0.6461250670757078
16.34531220937179,-3.1035727214207087,0.476354312350293,-0.6832179208265894
16.863032495328937,-3.1035727214207087,0.5618871981956338,-0.7129069298949086
17.380752781286077,-3.1035727214207087,0.5339039690552875,-0.7484185714764365
17.898473067243224,-3.1035727214207087,0.3590861523624401,-0.7902856258999111
-5.916660086785332,-2.690381829455748,0.2094700049676054,-0.0610671405358926
-5.39893980082819,-2.690381829455748,0.22013819380154598,-0.2092067074827754
-4.881219514871047,-2.690381829455748,0.20126493040709992,-0.3131098291459946
-4.363499228913905,-2.690381829455748,0.1222730363182458,-0.47461074092841105
-3.8457789429567626,-2.690381829455748,-0.09391242043049024,-0.6057216563392834
-3.3280586569996196,-2.690381829455748,-0.1980899020036926,-0.6139044268970874
-2.8103383710424774,-2.690381829455748,-0.09034510940464749,-0.5313255268136485
-0.739457227213907,-2.690381829455748,0.12520442361955242,-0.7242835933105496
-0.2217369412567649,-2.690381829455748,0.17723126247383075,-0.7046161999362242
0.2959833447003781,-2.690381829455748,0.2408634325052703,-0.6731356122356639
14.274431065543224,-2.690381829455748,0.4739639319498414,-0.7496538514382323
14.792151351500367,-2.690381829455748,0.5852305063416011,-0.7143645145692137
15.30987163745751,-2.690381829455748,0.6083377816746376,-0.6985716957596687
15.827591923414653,-2.690381829455748,0.47580771814537853,-0.6544035938848795
16.34531220937179,-2.690381829455748,0.43974018488517413,-0.6346730278634579
16.863032495328937,-2.690381829455748,0.5449805640272594,-0.6370063902613886
17.380752781286077,-2.690381829455748,0.5866585649806937,-0.6658793579669384
-5.39893980082819,-2.2771909374907873,0.09528749186807033,-0.20439720231874106
-4.881219514871047,-2.2771909374907873,0.054436561087451533,-0.25924440234596763
-4.363499228913905,-2.2771909374907873,-0.004482381184571811,-0.4187850524610635
-3.8457789429567626,-2.2771909374907873,-0.18871127901632484,-0.5488572520745639
